SampleName,IsMalware(1=T),Malware_confidence,Benign_confidence
edit.dll,0.0,0.004030872770645089,0.9959691272293549
edputil.dll,0.0,0.005116385967687777,0.9948836140323122
efscore.dll,0.0,0.006663976402014116,0.9933360235979859
efslsaext.dll,0.0,0.003953083389219396,0.9960469166107806
ehshell.dll,0.0,0.01100696389507286,0.9889930361049272
embeddedmodesvc.dll,0.0,0.0037776316395352464,0.9962223683604647
encoding.xs.dll,0.0,0.0041604485412168705,0.9958395514587831
epg.dll,0.0,0.005102885155955686,0.9948971148440443
esevss.dll,0.0,0.004045936970736535,0.9959540630292635
esscli.dll,0.0,0.006538678616557264,0.9934613213834428
evtatt.dll,0.0,0.005196615367907569,0.9948033846320924
execmodelproxy.dll,0.0,0.004235837039615051,0.995764162960385
extendscript.dll,0.0,0.011611318556037658,0.9883886814439623
F12AppFrame2.dll,0.0,0.005823768023146409,0.9941762319768536
F12Platform.dll,0.0,0.007760640354095677,0.9922393596459044
F12Resources.dll,0.0,0.024806765643915134,0.9751932343560848
F1_leashw32.dll,0.0,0.006556897382650879,0.9934431026173491
F1_openssl_ssleay32f.dll,0.0,0.008509313614653501,0.9914906863853465
F32_98_ECMIni.dll,0.0,0.009622313569820675,0.9903776864301793
F5000_hetm.dll,0.0,0.005641461450986642,0.9943585385490133
F5001_hetptn.dll,0.0,0.00612009542575948,0.9938799045742405
F64_1_openssl_ssleay32f.dll,0.0,0.006232744431481515,0.9937672555685185
F64_pcshll32.dll,0.0,0.004733846928208933,0.9952661530717911
F9692_hclas4dt.dll,0.0,0.0057055817771040525,0.994294418222896
Faultrep.dll,0.0,0.0065530582778588935,0.9934469417221411
FeatureSettingsOverride.dll,0.0,0.004176511657834928,0.995823488342165
FileAssociation.dll,0.0,0.009134481849793376,0.9908655181502066
File.dll,0.0,0.005413124981298802,0.9945868750187012
FileSyncFALWB.dll,0.0,0.00987034640738131,0.9901296535926187
FileSyncViews.dll,0.0,0.025537607559727445,0.9744623924402726
FileTracker.dll,0.0,0.006412701521244593,0.9935872984787554
FILTER_analyze_.dll,0.0,0.004130637399188216,0.9958693626008118
FilterModule.dll,0.0,0.006184395208711109,0.9938156047912889
FlashUtil_ActiveX.dll,0.0,0.05114952327763079,0.9488504767223692
FlightSettings.dll,0.0,0.005671757048054606,0.9943282429519454
FPCSDK64.dll,0.0,0.004894446154741514,0.9951055538452585
FskDocumentViewerRTF.dll,0.0,0.0063895639840963235,0.9936104360159037
FskVectorGraphics.dll,0.0,0.01042412352849929,0.9895758764715007
FT2.xs.dll,0.0,0.00421106338905279,0.9957889366109473
FusionV2.dll,0.0,0.003733756668159533,0.9962662433318404
FvSDK_x64.dll,0.0,0.005056906177194472,0.9949430938228055
FWGenPlg.dll,0.0,0.005167865454803406,0.9948321345451966
FwSesAl.dll,0.0,0.005213388501388985,0.994786611498611
FXSAPI.dll,0.0,0.006907633806717158,0.9930923661932829
FXSAPI.DLL,0.0,0.006575998571973549,0.9934240014280264
FXSEXT32.dll,0.0,0.004393073839185488,0.9956069261608145
langutils.dll,0.0,0.004267960581010152,0.9957320394189898
lapack.dll,0.0,0.004086469650641507,0.9959135303493585
lcms2.dll,0.0,0.006267831273822814,0.9937321687261772
lcms.dll,0.0,0.0051326631268490295,0.994867336873151
lfSocketLib.dll,0.0,0.005355919345482052,0.9946440806545179
lftif13n.dll,0.0,0.009054395896241067,0.990945604103759
liba52_plugin.dll,0.0,0.003910805569010369,0.9960891944309896
libaccess_mms_plugin.dll,0.0,0.004150065803587741,0.9958499341964122
libaccess_output_srt_plugin.dll,0.0,0.0050585744030231155,0.9949414255969768
libaes3_plugin.dll,0.0,0.003725920125570961,0.9962740798744291
libaiff_plugin.dll,0.0,0.00371916833362987,0.9962808316663702
libamd.dll,0.0,0.003917098955765308,0.9960829010442347
libanaglyph_plugin.dll,0.0,0.0037188840284871614,0.9962811159715128
libapriconv-1.dll,0.0,0.004944851542776144,0.9950551484572239
libaprutil-1.dll,0.0,0.004904886516488065,0.995095113483512
libaraw_plugin.dll,0.0,0.00372963909823386,0.9962703609017661
libaspell-15.dll,0.0,0.005064827632761434,0.9949351723672386
libassuan-0.dll,0.0,0.005204895985172039,0.994795104014828
libavresample-3.dll,0.0,0.012544136826664769,0.9874558631733352
libball_plugin.dll,0.0,0.0037235551649584062,0.9962764448350416
libbispeu.7AH3PCQ2E2NGLC3AQD7FFAH73KGJTZCJ.gfortran-win_amd64.dll,0.0,0.003946501076563402,0.9960534989234366
libblendbench_plugin.dll,0.0,0.0037192464127007237,0.9962807535872993
libbluray.dll,0.0,0.012772391118144072,0.9872276088818559
libbrotlicommon.dll,0.0,0.004983838319760492,0.9950161616802395
libbrotlidec.dll,0.0,0.00399541510322247,0.9960045848967776
libbson-1.0.dll,0.0,0.005128963837822596,0.9948710361621774
libbz2-1.dll,0.0,0.004176264359810021,0.99582373564019
libcache_block_plugin.dll,0.0,0.00371915960549874,0.9962808403945013
libcairo.dll,0.0,0.004937335380087959,0.995062664619912
libcairo-script-interpreter-2.dll,0.0,0.004039369395259916,0.99596063060474
libcdda_plugin.dll,0.0,0.004266350600142645,0.9957336493998573
libcdr-0.1.dll,0.0,0.023857763114494956,0.976142236885505
libcfg.dll,0.0,0.003970790793336436,0.9960292092066636
libchain_plugin.dll,0.0,0.0037893691029244198,0.9962106308970756
libcharset-1__.dll,0.0,0.004159562338501876,0.9958404376614981
libcharset-1.dll,0.0,0.004307329963903424,0.9956926700360966
libcolor-selector-cmyk.dll,0.0,0.003466209488050011,0.99653379051195
libcolor-selector-water.dll,0.0,0.0034572969860111775,0.9965427030139888
libcroppadd_plugin.dll,0.0,0.003815583318804115,0.9961844166811958
libcurl-4.dll,0.0,0.004983997141397898,0.9950160028586021
libcurllink.dll,0.0,0.006373577724431598,0.9936264222755684
libcurl-x64.dll,0.0,0.004611302191703124,0.9953886978082969
libcvdsub_plugin.dll,0.0,0.0038157182725517083,0.9961842817274483
libdcsrch.I2AOPDCXAPDRFNPWY55H5UE7XZSU5CVN.gfortran-win_amd64.dll,0.0,0.009148635816839052,0.990851364183161
libdeinterlace_plugin.dll,0.0,0.00425314477226863,0.9957468552277313
libdemux_chromecast_plugin.dll,0.0,0.0041499557634851,0.9958500442365149
libdgamln.IK4AMPQKULSUOTLNIQ5RUUHD24MIDDLW.gfortran-win_amd64.dll,0.0,0.003908494503456451,0.9960915054965436
libEGL.dll,0.0,0.004626794705602196,0.9953732052943978
libdirect3d9_filters_plugin.dll,0.0,0.004149402096131338,0.9958505979038687
libdisplay-filter-clip-warning.dll,0.0,0.0033937427375732585,0.9966062572624267
libd_odr.OCXPRBRZNBJEVQPQYVU7REF52EEWHURF.gfortran-win_amd64.dll,0.0,0.003958238455291743,0.9960417615447082
libdtv_plugin.dll,0.0,0.004794825176757155,0.9952051748232429
libdvdread_plugin.dll,0.0,0.0041611794891057464,0.9958388205108942
libeay32-ttv.dll,0.0,0.008774665647585524,0.9912253343524144
libenchant-2.dll,0.0,0.01301643032162281,0.9869835696783772
libenchant_ispell.dll,0.0,0.0046725384777287285,0.9953274615222713
liberase_plugin.dll,0.0,0.0037190188678106286,0.9962809811321893
libexpat.dll,0.0,0.00398079889426619,0.9960192011057338
libfdkaac2.dll,0.0,0.015415561131703661,0.9845844388682964
libffi-7.dll,0.0,0.004600500627896008,0.995399499372104
libfftw3f-3.dll,0.0,0.046092834083298444,0.9539071659167015
libfilesystem_plugin.dll,0.0,0.0037893540234634543,0.9962106459765365
libfloat_mixer_plugin.dll,0.0,0.0037192682110835937,0.9962807317889164
libfontconfig.dll,0.0,0.014166999917417157,0.9858330000825828
libfreeglut.dll,0.0,0.021314249121429728,0.9786857508785702
libfreetype-6__.dll,0.0,0.026300138777312927,0.973699861222687
libfreetype.dll,0.0,0.0068526658056316915,0.9931473341943683
libg711_plugin.dll,0.0,0.0038154636771734504,0.9961845363228266
libgain_plugin.dll,0.0,0.0037192595731832976,0.9962807404268167
libgdbm_compat-4__.dll,0.0,0.0041266783165214765,0.9958733216834785
libgdbm_compat-4.dll,0.0,0.004174976594336021,0.995825023405664
libgdkmm-3.0-1.dll,0.0,0.004718269044491475,0.9952817309555085
libGdml.dll,0.0,0.007846098933847164,0.9921539010661529
libgegl-sc-0.4.dll,0.0,0.00342141479129739,0.9965785852087026
libGeom.dll,0.0,0.009218792962381015,0.990781207037619
libgestures_plugin.dll,0.0,0.003718948929309427,0.9962810510706905
libgimpconfig-2.0-0.dll,0.0,0.003358688062436622,0.9966413119375633
libgimpmath-2.0-0.dll,0.0,0.0033972228785928683,0.9966027771214071
libgiognutls.dll,0.0,0.004010612865668316,0.9959893871343317
libgit2_tgit.dll,0.0,0.004896439990606124,0.9951035600093939
libGLESv1_CM.dll,0.0,0.007346714229935287,0.9926532857700647
libglibmm-2.4-1.dll,0.0,0.005074309276103398,0.9949256907238966
libgl_plugin.dll,0.0,0.004771709955397687,0.9952282900446023
libglspectrum_plugin.dll,0.0,0.003724414119344167,0.9962755858806558
libgnutls-26.dll,0.0,0.01221810024676409,0.9877818997532359
libGraf.dll,0.0,0.009146380553986222,0.9908536194460138
libgraphite2.dll,0.0,0.00400730701598812,0.9959926929840118
libgs-9.dll,0.0,0.003746740344612835,0.9962532596553871
libgslcblas-0.dll,0.0,0.004880814348213724,0.9951191856517863
libgstcheck-1.0-0.dll,0.0,0.0040528714832503,0.9959471285167497
libgstcontroller-1.0-0.dll,0.0,0.003912112188835288,0.9960878878111648
libgstnet-1.0-0.dll,0.0,0.003953644907697006,0.996046355092303
libgstrtsp-1.0-0.dll,0.0,0.004047353129535768,0.9959526468704643
libGviz3d.dll,0.0,0.0052995681199588,0.9947004318800412
libicudt67.dll,0.0,0.003069986379531716,0.9969300136204683
libicuin.dll,0.0,0.008411951247484641,0.9915880487525154
libicutest68.dll,0.0,0.0038586505619059783,0.9961413494380941
libidummy_plugin.dll,0.0,0.003719252321275118,0.9962807476787249
libIex-2_5.dll,0.0,0.003955304362686553,0.9960446956373135
libIlmImfUtil-2_5.dll,0.0,0.003996508489951099,0.9960034915100489
libimage_plugin.dll,0.0,0.003819740724176027,0.996180259275824
libImath-2_5.dll,0.0,0.003958495712643542,0.9960415042873565
libinflate_plugin.dll,0.0,0.003804257708972109,0.9961957422910279
libinvert_plugin.dll,0.0,0.0037192769252011636,0.9962807230747989
libitcl4.2.0.dll,0.0,0.004059628284889221,0.9959403717151107
libjbig2dec-0.dll,0.0,0.004075120885191039,0.995924879114809
libjpeg-9__.dll,0.0,0.004565474979254324,0.9954345250207457
libjpeg.dll,0.0,0.13129479135278213,0.8687052086472179
libkaraoke_plugin.dll,0.0,0.0037192685305464292,0.9962807314694536
liblbfgsb.UAPSPA5CJBOF2RFIMDVEGIE5X6J2P5CN.gfortran-win_amd64.dll,0.0,0.004131510654086996,0.995868489345913
libldl.dll,0.0,0.004329328715732794,0.9956706712842672
liblogger_plugin.dll,0.0,0.003719208344541093,0.9962807916554589
liblz4.dll,0.0,0.004203470655564338,0.9957965293444356
liblzma-5.dll,0.0,0.01560750913809427,0.9843924908619057
liblzma.dll,0.0,0.021690628405723313,0.9783093715942767
libmad.dll,0.0,0.005936201934903621,0.9940637980650964
libmad_plugin.dll,0.0,0.0038944191118291333,0.9961055808881709
libMagick++-6.Q16HDRI-8.dll,0.0,0.004180002294858323,0.9958199977051417
libMagickWand-6.Q16HDRI-6.dll,0.0,0.004637320953563141,0.9953626790464368
libmap2Dict.dll,0.0,0.004774881671706282,0.9952251183282937
libmarq_plugin.dll,0.0,0.0038155742356550983,0.9961844257643448
libMatlabEngine.dll,0.0,0.004173051686577265,0.9958269483134228
libMatrix.dll,0.0,0.008460201066851074,0.9915397989331489
libmdnsd.dll,0.0,0.010267023501939487,0.9897329764980605
libmetis.dll,0.0,0.005793121551384771,0.9942068784486152
libMinuit2.dll,0.0,0.007885300154807725,0.9921146998451923
libMinuit.dll,0.0,0.00818952649988941,0.9918104735001105
libmng-2.dll,0.0,0.005787999845723394,0.9942120001542766
libmosaic_plugin.dll,0.0,0.003819443869838938,0.9961805561301611
libmotionblur_plugin.dll,0.0,0.0037192383777486476,0.9962807616222513
libmp3lame.dll,0.0,0.006075608462617454,0.9939243915373825
libmp3lame-ttv.dll,0.0,0.004470214849040182,0.9955297851509598
libmpc-3.dll,0.0,0.005190719329603657,0.9948092806703963
libmpc_plugin.dll,0.0,0.0038903342227542075,0.9961096657772458
libmpfr-4.dll,0.0,0.005863702309745913,0.9941362976902541
libmux_mpjpeg_plugin.dll,0.0,0.003789778852868622,0.9962102211471314
libmwagentdirectoryclient.dll,0.0,0.005881403050223545,0.9941185969497764
libmwagentdirectoryserialisation.dll,0.0,0.005450356891677871,0.9945496431083222
libmwagentfilelocking.dll,0.0,0.004267930958141009,0.995732069041859
libmwagentspfframework.dll,0.0,0.004913357108042214,0.9950866428919578
libmwagentspfmatlabstartup.dll,0.0,0.004048602211778094,0.995951397788222
libmwappserialization.dll,0.0,0.004448704128240636,0.9955512958717594
libmwauthwsclientimpl.dll,0.0,0.005122849832055473,0.9948771501679445
libmwcgir_construct.dll,0.0,0.005528328565583237,0.9944716714344167
libmwcgxert.dll,0.0,0.006169464057626295,0.9938305359423737
libmwclone_detection_app_toolstrip.dll,0.0,0.004039098400459776,0.9959609015995402
libmwcodemapping_cpp_plugin.dll,0.0,0.004065713697354678,0.9959342863026454
libmwcoder_CodeInstrHostAppSvc.dll,0.0,0.004699446991565639,0.9953005530084343
libmwcoderdictionary_data_plugin.dll,0.0,0.00406578945446818,0.9959342105455318
libmwcoder_host_services.dll,0.0,0.005959319531050486,0.9940406804689496
libmwcoder_ParamTuningHostAppSvc.dll,0.0,0.005970536653296187,0.9940294633467038
libmwcoder_target_services.dll,0.0,0.005739218231366466,0.9942607817686335
libmwcoder_XILTgtAppSvc.dll,0.0,0.004443698402275957,0.995556301597724
libmwcomparisons_mlautomerge_driver.dll,0.0,0.00427646862998699,0.995723531370013
libmwcomparisons_mldesktop.dll,0.0,0.005528964796163968,0.9944710352038361
libmwcomparisons_text_diff.dll,0.0,0.0045307145184846995,0.9954692854815153
libmwconcurrent_collections.dll,0.0,0.004287872096315071,0.9957121279036849
libmwconnectoradministrationactivator.dll,0.0,0.004042753467382879,0.9959572465326171
libmwconnectorbinaryapi.dll,0.0,0.005113647972797278,0.9948863520272028
libmwconnectorcommonservicesactivator.dll,0.0,0.004195183433871259,0.9958048165661287
libmwconnectorconnectorimpljni.dll,0.0,0.00419507825465336,0.9958049217453466
libmwconnectordduxactivator.dll,0.0,0.003973790376056065,0.996026209623944
libmwconnectordesktopactivator.dll,0.0,0.004193812395301415,0.9958061876046986
libmwconnectoreditoractivator.dll,0.0,0.004193173706369158,0.9958068262936308
libmwconnectorinformationactivator.dll,0.0,0.004200162419087312,0.9957998375809127
libmwconnectorjnicosgactivator.dll,0.0,0.003973919647432177,0.9960260803525678
libmwconnectorjnimessageserviceactivator.dll,0.0,0.004042451331341209,0.9959575486686588
libmwconnectorrestmatlabactivator.dll,0.0,0.004201630975814142,0.9957983690241858
libmwconnectorsecurityimpl.dll,0.0,0.005535200770264436,0.9944647992297355
libmwconnectorsessionimpl.dll,0.0,0.00552989202064617,0.9944701079793539
libmwconnectorshadowfilesimpl.dll,0.0,0.005537256598121865,0.9944627434018781
libmwconnectorworkerimpl.dll,0.0,0.005235393312305382,0.9947646066876946
libmwcosimservice_reg.dll,0.0,0.004065873709775272,0.9959341262902247
libmwcxxfe_instrum_mi.dll,0.0,0.004443899503639699,0.9955561004963603
libmwDiffClient.dll,0.0,0.00427155651748856,0.9957284434825114
libmwdtoa.dll,0.0,0.004250107815148517,0.9957498921848514
libmwflhttpclient_core.dll,0.0,0.005738547433041175,0.9942614525669589
libmwflstorageutility.dll,0.0,0.0042664929654249424,0.9957335070345751
libmwfoundation_json.dll,0.0,0.005626998773738647,0.9943730012262614
libmwfoundation_matlabdata.dll,0.0,0.005214129665810924,0.9947858703341891
libmwfoundation_matlabjson_frontend.dll,0.0,0.004274327131872722,0.9957256728681273
libmwhotlinkprinter.dll,0.0,0.004274758432814296,0.9957252415671857
libmwimages.dll,0.0,0.004455745703922295,0.9955442542960777
libmwinitfcnTracker_plugin.dll,0.0,0.004049382756454719,0.9959506172435453
libmwippycli.dll,0.0,0.00553533193134239,0.9944646680686576
libmwjniutils.dll,0.0,0.004289371308815984,0.995710628691184
libmwlapack.dll,0.0,0.005535422738033679,0.9944645772619664
libmwlive_messages.dll,0.0,0.004302385237282275,0.9956976147627177
libmwlocalemcos.dll,0.0,0.004448413659852767,0.9955515863401473
libmwlogininteractivewindow.dll,0.0,0.004557648055358239,0.9954423519446418
libmwloginwebwindow.dll,0.0,0.004624204050502504,0.9953757959494975
libmwmathbit.dll,0.0,0.005203360348908298,0.9947966396510917
libmwmathcgeo.dll,0.0,0.005217284564256399,0.9947827154357436
libmwmathfmm.dll,0.0,0.006158011901174517,0.9938419880988255
libmwmatlabconnectorlvmcidownloader.dll,0.0,0.004171385246041675,0.9958286147539583
libmwmatlabconnectorurlmanager.dll,0.0,0.004266900991547643,0.9957330990084523
libmwmatlabdata_boost_serialization.dll,0.0,0.004270766355716662,0.9957292336442833
libmwmatlab_modules_events.dll,0.0,0.004179047229255336,0.9958209527707447
libmwmatlab_modules_interfaces.dll,0.0,0.004256146837334769,0.9957438531626652
libmwmcos_boost_graph.dll,0.0,0.005211486819787097,0.9947885131802129
libmwmlworkspace_sl_plugin.dll,0.0,0.003975160031466798,0.9960248399685332
libmwmodule_descriptor_implementation.dll,0.0,0.004823009292377913,0.9951769907076221
libmwnativedisplay.dll,0.0,0.004288703457561893,0.9957112965424381
libmwollauthzsharedutils.dll,0.0,0.004274885037412253,0.9957251149625878
libmwompwrapper.dll,0.0,0.0042732896665079005,0.9957267103334921
libmwopcount_slplugin.dll,0.0,0.004080381852136903,0.9959196181478631
libmwpf.dll,0.0,0.004273027826783839,0.9957269721732162
libmwpnpthread.dll,0.0,0.0041730306328925555,0.9958269693671075
libmwproject_controlset.dll,0.0,0.005216182581566631,0.9947838174184334
libmwproject_metadata_distributed.dll,0.0,0.004199828773493603,0.9958001712265064
libmwproject_metadata.dll,0.0,0.005451010968151056,0.994548989031849
libmwps_me.dll,0.0,0.0042685368153257,0.9957314631846743
libmwpsresbuilder_sml_api.dll,0.0,0.004274936326986449,0.9957250636730135
libmwps_shared_persistence.dll,0.0,0.004249682272356148,0.9957503177276439
libmwrelease_info.dll,0.0,0.0054133870154347615,0.9945866129845652
libmwresource_core.dll,0.0,0.0042962933416314615,0.9957037066583685
libmwrgb2hsv_tbb.dll,0.0,0.004188602536965112,0.9958113974630349
libmwscl_process.dll,0.0,0.006159231633403189,0.9938407683665968
libmwsdi_raccel.dll,0.0,0.004288606043049186,0.9957113939569509
libmwsearch_space_interfaces.dll,0.0,0.004289117607093051,0.995710882392907
libmwsharedjpeg.dll,0.0,0.004631501991399666,0.9953684980086004
libmwsilpilprofiling.dll,0.0,0.005749344753758637,0.9942506552462413
libmwsimulink_api_async_service_listen.dll,0.0,0.004443768017000371,0.9955562319829996
libmwsimulink_api_utils_core.dll,0.0,0.0044482103767320815,0.995551789623268
libmwsimulink_configset_plugin.dll,0.0,0.004065739007346755,0.9959342609926533
libmwsimulink_simmanager_fileIO.dll,0.0,0.004443879281674312,0.9955561207183257
libmwsl_async_adaptors_reg.dll,0.0,0.004068760906633043,0.995931239093367
libmwslccrt.dll,0.0,0.005413497982875657,0.9945865020171244
libmwslcg_rls_plugin.dll,0.0,0.003975449019303509,0.9960245509806965
libmwslcheck_utils.dll,0.0,0.004270410032952263,0.9957295899670477
libmwslcheck_utils_mi.dll,0.0,0.004171436304707634,0.9958285636952924
libmwsl_continuous_blocks.dll,0.0,0.004625208898867882,0.9953747911011321
libmwsldv_plugin.dll,0.0,0.003968915177928562,0.9960310848220715
libmwsledittimecheckgraph_plugin.dll,0.0,0.003991286148757837,0.9960087138512421
libmwsledittimecheck_plugin.dll,0.0,0.004065345156042583,0.9959346548439574
libmwsl_event_logging_blocks_reg.dll,0.0,0.004049560681083765,0.9959504393189162
libmwslexec_builtins.dll,0.0,0.004273529155588492,0.9957264708444115
libmwsl_iofile_util.dll,0.0,0.005536610724246551,0.9944633892757534
libmwsl_messages_reg.dll,0.0,0.004065811491420526,0.9959341885085795
libmwsl_mvm_process.dll,0.0,0.005968573099290772,0.9940314269007092
libmwsl_ObserverFoundation_reg.dll,0.0,0.004107442445020106,0.9958925575549799
libmwslprocess_mi.dll,0.0,0.00417906121618672,0.9958209387838133
libmwsl_registry.dll,0.0,0.0055239594906671,0.9944760405093329
libmwsl_rtos.dll,0.0,0.005443181186931166,0.9945568188130688
libmwsl_rtos_reg.dll,0.0,0.0042887034645623205,0.9957112965354377
libmwslsa_mi.dll,0.0,0.004823831864770411,0.9951761681352296
libmwslsim_foundation.dll,0.0,0.004298189434611523,0.9957018105653884
libmwslsim_op.dll,0.0,0.004823794324082612,0.9951762056759174
libmwslsim_service.dll,0.0,0.006168244733816995,0.9938317552661831
libmwsl_spreadsheet_com.dll,0.0,0.004699144531412598,0.9953008554685874
libmwsltemplate_plugin.dll,0.0,0.003969204409627602,0.9960307955903724
libmwsltemplate_toolstrip_plugin.dll,0.0,0.004039195652053651,0.9959608043479463
libmwsltoolstrip_base_hw.dll,0.0,0.004040514485421714,0.9959594855145782
libmwslt_shared_reg.dll,0.0,0.004935820696651701,0.9950641793033483
libmwslx_auto_merge_driver.dll,0.0,0.00397334573118126,0.9960266542688188
libmwsplashscreen.dll,0.0,0.0042665889004286405,0.9957334110995714
libmwsplitreadersds.dll,0.0,0.005184420880974068,0.994815579119026
libmwsprootbuiltins.dll,0.0,0.004257460654177014,0.995742539345823
libmwsprootutils.dll,0.0,0.004448832814586929,0.995551167185413
libmwstoragecloudmockprovider.dll,0.0,0.005485345399120546,0.9945146546008794
libmwstoragefilefolderobserver.dll,0.0,0.00553724016440968,0.9944627598355903
libmwstoragejavavm.dll,0.0,0.004448364473658937,0.9955516355263411
libmwstoragemicroservicestoragesystem.dll,0.0,0.004273274905797866,0.9957267250942021
libmwstoragemountservice.dll,0.0,0.005452545674641571,0.9945474543253584
libmwstoragesharedlib.dll,0.0,0.00444822582645023,0.9955517741735498
libmwstoragesyncserviceserialisationprovider.dll,0.0,0.004308770188087779,0.9956912298119123
libmwtrace.dll,0.0,0.005209665659263019,0.9947903343407369
libmwumfpack_api.dll,0.0,0.004301640750974187,0.9956983592490258
libmwvariant_reducer_plugin.dll,0.0,0.00520958812881631,0.9947904118711837
libmwvirtualiostream.dll,0.0,0.005765227217262844,0.9942347727827372
libmwvvir_analysis.dll,0.0,0.006157550321713285,0.9938424496782867
libmwvvir_dot_emitter.dll,0.0,0.004249954756868259,0.9957500452431317
libmwvvir_linker.dll,0.0,0.006168021279697561,0.9938319787203025
libmwxcp_dwarf.dll,0.0,0.0052130843540968315,0.9947869156459032
libmwxcp_host.dll,0.0,0.005526742548791892,0.9944732574512081
libmx.dll,0.0,0.0052313115659336695,0.9947686884340663
libmysql__.dll,0.0,0.004863594381385589,0.9951364056186144
libmysql.dll,0.0,0.005538862631732393,0.9944611373682676
libnetsync_plugin.dll,0.0,0.0037188236527738623,0.9962811763472261
libnfs_plugin.dll,0.0,0.004361814083194376,0.9956381859168056
libnuv_plugin.dll,0.0,0.003723242996456244,0.9962767570035438
libnxc.dll,0.0,0.010077020506494172,0.9899229794935058
libnxdiex.dll,0.0,0.013295932323714921,0.986704067676285
libnxdifb.dll,0.0,0.009498523480770238,0.9905014765192297
libnxdimi.dll,0.0,0.014338546390534833,0.9856614536094652
libnxdixl.dll,0.0,0.01292072022517294,0.987079279774827
libnxesc.dll,0.0,0.01003906418530622,0.9899609358146938
libnxewc.dll,0.0,0.013266184235702314,0.9867338157642976
libnxup.dll,0.0,0.013372509050748362,0.9866274909492516
libnxusb64.dll,0.0,0.0050887845132435395,0.9949112154867564
libnxusb.dll,0.0,0.01851113594570052,0.9814888640542995
libogg.dll,0.0,0.004733612298541507,0.9952663877014585
libopenjp2-7.dll,0.0,0.005104509631713061,0.994895490368287
liborc-test-0.4-0.dll,0.0,0.004815137855433471,0.9951848621445665
libpacketizer_mlp_plugin.dll,0.0,0.0037297345645601466,0.9962702654354398
libpangomm-1.4-1.dll,0.0,0.004179184440273925,0.9958208155597261
libpanoramix_plugin.dll,0.0,0.0037742775790574777,0.9962257224209425
libplc4.dll,0.0,0.01191053538089132,0.9880894646191086
libpeerconnection.dll,0.0,0.006537112514007835,0.9934628874859922
libpixbufloader-jpeg.dll,0.0,0.0040848215032853194,0.9959151784967146
libpixbufloader-png.dll,0.0,0.004083813665086256,0.9959161863349137
libpixbufloader-qtif.dll,0.0,0.0040531555346402515,0.9959468444653597
libpixbufloader-svg.dll,0.0,0.004108272138403824,0.9958917278615962
libpixman.dll,0.0,0.0071245649539198996,0.9928754350460801
libpkcs11.dll,0.0,0.013947473479597388,0.9860525265204027
libpkcs11-helper-1.dll,0.0,0.019583182247953662,0.9804168177520464
libplds4.dll,0.0,0.011893226287656591,0.9881067737123435
libpng12-0.dll,0.0,0.008077164101485165,0.9919228358985148
libpng16-16.dll,0.0,0.004920897542265512,0.9950791024577345
libpxcclr.jni32.dll,0.0,0.00956663021024983,0.9904333697897502
libRCsg.dll,0.0,0.004482775685707057,0.9955172243142929
libreadline8.dll,0.0,0.00425171008109398,0.9957482899189061
librevenge-stream-0.0.dll,0.0,0.01994822081873956,0.9800517791812604
libRHTTP.dll,0.0,0.007597635510897176,0.9924023644891028
libROOTDataFrame.dll,0.0,0.008821095742173848,0.9911789042578262
librtpvideo_plugin.dll,0.0,0.003719280139000383,0.9962807198609996
libsap_plugin.dll,0.0,0.004149221278170281,0.9958507787218297
